Artist,Song,URL
Muse,Man of Mystery/Spanish Riff,https://genius.com/Muse-man-of-mystery-spanish-riff-lyrics
Muse,Supermassive Black Hole (Live From Lisbon),https://genius.com/Muse-supermassive-black-hole-live-from-lisbon-lyrics
Muse,Coma (demo),https://genius.com/Muse-coma-demo-lyrics
Muse,"Map Of The Problematique (Does It Offend You, Yeah? Remix)",https://genius.com/Muse-map-of-the-problematique-does-it-offend-you-yeah-remix-lyrics
Muse,Muscle Museum [US Mix],https://genius.com/Muse-muscle-museum-us-mix-lyrics
Muse,Dark Shines (Live),https://genius.com/Muse-dark-shines-live-lyrics
Muse,Panic Station - Live At Rome Olympic Stadium,https://genius.com/Muse-panic-station-live-at-rome-olympic-stadium-lyrics
Muse,Spiral Static (demo),https://genius.com/Muse-spiral-static-demo-lyrics
Muse,Natural Disaster,https://genius.com/Muse-natural-disaster-lyrics
Muse,No Brand Girls,https://genius.com/Muse-no-brand-girls-annotated
Muse,Butterflies and Hurricanes (Live at Glastonbury 2004),https://genius.com/Muse-butterflies-and-hurricanes-live-at-glastonbury-2004-lyrics
Muse,Stockholm Syndrome [Live From Wembley Stadium],https://genius.com/Muse-stockholm-syndrome-live-from-wembley-stadium-lyrics
Muse,Cave (Newton Abbot Demo),https://genius.com/Muse-cave-newton-abbot-demo-lyrics
Muse,Uprising (Live From Teignmouth),https://genius.com/Muse-uprising-live-from-teignmouth-lyrics
Muse,Overdue (demo),https://genius.com/Muse-overdue-demo-lyrics
Muse,Spectrum,https://genius.com/Muse-spectrum-lyrics
Fish f McSwagg,Lona,https://genius.com/Fish-f-mcswagg-lona-lyrics
Muse,"Sunburn (Live, Fortress Studios, 1999)",https://genius.com/Muse-sunburn-live-fortress-studios-1999-lyrics
Muse,Plug in Baby (Live),https://genius.com/Muse-plug-in-baby-live-lyrics
Muse,Do We Need This? (Live),https://genius.com/Muse-do-we-need-this-live-lyrics
Muse,City Of Delusion [Live From Wembley Stadium],https://genius.com/Muse-city-of-delusion-live-from-wembley-stadium-lyrics
Muse,Earthquake,https://genius.com/Muse-earthquake-lyrics
Muse,New Born (Oakenfold Perfecto Remix),https://genius.com/Muse-new-born-oakenfold-perfecto-remix-lyrics
Muse,Micro Cuts - HAARP [Live From Wembley Stadium],https://genius.com/Muse-micro-cuts-haarp-live-from-wembley-stadium-lyrics
Muse,Hyper Music (Live),https://genius.com/Muse-hyper-music-live-lyrics
Muse,Map Of The Problematique (AOL Session),https://genius.com/Muse-map-of-the-problematique-aol-session-lyrics
Muse,Muscle Museum (Soulwax Remix),https://genius.com/Muse-muscle-museum-soulwax-remix-lyrics
Muse,Sober [Saint US Mix],https://genius.com/Muse-sober-saint-us-mix-lyrics
Muse,Resistance [Radio Edit],https://genius.com/Muse-resistance-radio-edit-lyrics
Muse,Undisclosed Desires (The Big Pink Remix),https://genius.com/Muse-undisclosed-desires-the-big-pink-remix-lyrics
Muse,Fillip (Live),https://genius.com/Muse-fillip-live-lyrics
Muse,Sunburn [Timo Maas’ Sunstroke Remix],https://genius.com/Muse-sunburn-timo-maas-sunstroke-remix-lyrics
Muse,Invincible (Live in Milan),https://genius.com/Muse-invincible-live-in-milan-lyrics
Muse,Resistance (Live from Lisbon),https://genius.com/Muse-resistance-live-from-lisbon-lyrics
Muse,Knights Of Cydonia (Simian Mobile Disco Remix) - B-side Version,https://genius.com/Muse-knights-of-cydonia-simian-mobile-disco-remix-b-side-version-lyrics
Muse,New Born (Live),https://genius.com/Muse-new-born-live-lyrics
Muse,Hate This and I’ll Love You (Live Acoustic),https://genius.com/Muse-hate-this-and-ill-love-you-live-acoustic-lyrics
Muse,Uno (Alternate Version),https://genius.com/Muse-uno-alternate-version-lyrics
Muse,Fashionless,https://genius.com/Muse-fashionless-annotated
Muse,Pink Ego Box,https://genius.com/Muse-pink-ego-box-lyrics
Muse,Follow Me (Jacques Lu Cont’s Thin White Duke Remix),https://genius.com/Muse-follow-me-jacques-lu-conts-thin-white-duke-remix-lyrics
Muse,"Starlight (Live From San Siro, Milan)",https://genius.com/Muse-starlight-live-from-san-siro-milan-lyrics
Muse,Muscle Museum (Live Acoustic Version Kcrw - 8/3/99),https://genius.com/Muse-muscle-museum-live-acoustic-version-kcrw-8-3-99-lyrics
Muse,Falling Down (Live Acoustic),https://genius.com/Muse-falling-down-live-acoustic-lyrics
Muse,Time Is Running Out [XFM Session Track] [Bonus XFM Session Out],https://genius.com/Muse-time-is-running-out-xfm-session-track-bonus-xfm-session-out-lyrics
Muse,"Stockholm Syndrome (Live From Stade De France, Paris)",https://genius.com/Muse-stockholm-syndrome-live-from-stade-de-france-paris-lyrics
Muse,Map of the Problematique [DVD],https://genius.com/Muse-map-of-the-problematique-dvd-lyrics
Muse,Uno (Live),https://genius.com/Muse-uno-live-lyrics
Muse,Escape (Live),https://genius.com/Muse-escape-live-lyrics
Muse,Sober (Live),https://genius.com/Muse-sober-live-lyrics
Muse,Knights of Cydonia [DVD],https://genius.com/Muse-knights-of-cydonia-dvd-lyrics
Muse,Agitated (Live),https://genius.com/Muse-agitated-live-lyrics
Muse,Cave [Remix],https://genius.com/Muse-cave-remix-lyrics
Muse,Unintended (Muscle Museum EP Version),https://genius.com/Muse-unintended-muscle-museum-ep-version-lyrics
Muse,Sunburn (Live),https://genius.com/Muse-sunburn-live-lyrics
Muse,Screenager (Live),https://genius.com/Muse-screenager-live-lyrics
Muse,Cave (Muse EP Version),https://genius.com/Muse-cave-muse-ep-version-lyrics
Muse,Undisclosed Desires (Thin White Duke Remix Edit),https://genius.com/Muse-undisclosed-desires-thin-white-duke-remix-edit-lyrics
Muse,Jimmy Kane (Newton Abbot Demo),https://genius.com/Muse-jimmy-kane-newton-abbot-demo-lyrics
Muse,Overdue (EOS Ruff Mixes),https://genius.com/Muse-overdue-eos-ruff-mixes-lyrics
Muse,Sunburn (Steven McCreery Remix),https://genius.com/Muse-sunburn-steven-mccreery-remix-lyrics
Werd,Madness (Remix),https://genius.com/Werd-madness-remix-lyrics
Muse,"Showbiz (Live, Sawmills Studios, 1998)",https://genius.com/Muse-showbiz-live-sawmills-studios-1998-lyrics
Muse,Cave (Instrumental Remix),https://genius.com/Muse-cave-instrumental-remix-lyrics
Sh!eldZ,Madness (Remix),https://genius.com/Sh-eldz-madness-remix-lyrics
Muse,Agitated (Newton Abbot Demo),https://genius.com/Muse-agitated-newton-abbot-demo-lyrics
Muse,Coma (Newton Abbot Demo),https://genius.com/Muse-coma-newton-abbot-demo-lyrics
Muse,Host (1997 demo),https://genius.com/Muse-host-1997-demo-lyrics
Muse,Sunburn (Timo Maas Breakz Again Remix),https://genius.com/Muse-sunburn-timo-maas-breakz-again-remix-lyrics
Muse,Ashamed (Newton Abbot Demo),https://genius.com/Muse-ashamed-newton-abbot-demo-lyrics
Muse,Sober (Muscle Museum EP Version),https://genius.com/Muse-sober-muscle-museum-ep-version-lyrics
Muse,Overdue (Muse EP Version),https://genius.com/Muse-overdue-muse-ep-version-lyrics
Muse,"Do We Need This? (Live, Fortress Studios, 1999)",https://genius.com/Muse-do-we-need-this-live-fortress-studios-1999-lyrics
Muse,Coma (Muse EP Version),https://genius.com/Muse-coma-muse-ep-version-lyrics
Muse,Sober (Newton Abbot Demo),https://genius.com/Muse-sober-newton-abbot-demo-lyrics
Muse,"Overdue (Live, Fortress Studios, 1999)",https://genius.com/Muse-overdue-live-fortress-studios-1999-lyrics
Muse,Overdue (Newton Abbot Demo),https://genius.com/Muse-overdue-newton-abbot-demo-lyrics
Muse,Escape (Muse EP Version),https://genius.com/Muse-escape-muse-ep-version-lyrics
P!nk,What About Us,https://genius.com/P-nk-what-about-us-lyrics
P!nk,Just Give Me a Reason,https://genius.com/P-nk-just-give-me-a-reason-lyrics
Cashmere Cat,Quit,https://genius.com/Cashmere-cat-quit-lyrics
"Lil’ Kim, Mýa, Christina Aguilera & P!nk",Lady Marmalade,https://genius.com/Lil-kim-mya-christina-aguilera-and-p-nk-lady-marmalade-lyrics
Eminem,Won’t Back Down,https://genius.com/Eminem-wont-back-down-lyrics
Eminem,Need Me,https://genius.com/Eminem-need-me-lyrics
P!nk,Beautiful Trauma,https://genius.com/P-nk-beautiful-trauma-lyrics
P!nk,Revenge,https://genius.com/P-nk-revenge-lyrics
Artists For Haiti,We Are The World 25 For Haiti,https://genius.com/Artists-for-haiti-we-are-the-world-25-for-haiti-lyrics
P!nk,Just Like Fire,https://genius.com/P-nk-just-like-fire-lyrics
P!nk,Try,https://genius.com/P-nk-try-lyrics
T.I.,Guns and Roses,https://genius.com/Ti-guns-and-roses-lyrics
Various Artists,Hands,https://genius.com/Various-artists-hands-lyrics
StarGate,Waterfall,https://genius.com/Stargate-waterfall-lyrics
P!nk,So What,https://genius.com/P-nk-so-what-lyrics
P!nk,Walk Me Home,https://genius.com/P-nk-walk-me-home-lyrics
P!nk,Who Knew,https://genius.com/P-nk-who-knew-lyrics
P!nk,Fuckin’ Perfect,https://genius.com/P-nk-fuckin-perfect-lyrics
The Lonely Island,Equal Rights,https://genius.com/The-lonely-island-equal-rights-lyrics
P!nk,Blow Me (One Last Kiss),https://genius.com/P-nk-blow-me-one-last-kiss-lyrics
P!nk,True Love,https://genius.com/P-nk-true-love-lyrics
P!nk,Hurts 2B Human,https://genius.com/P-nk-hurts-2b-human-lyrics
P!nk,A Million Dreams,https://genius.com/P-nk-a-million-dreams-lyrics
P!nk,Dear Mr. President,https://genius.com/P-nk-dear-mr-president-lyrics
P!nk,I Am Here,https://genius.com/P-nk-i-am-here-lyrics
P!nk,Sober,https://genius.com/P-nk-sober-lyrics
P!nk,Whatever You Want,https://genius.com/P-nk-whatever-you-want-lyrics
P!nk,Get the Party Started,https://genius.com/P-nk-get-the-party-started-lyrics
P!nk,Raise Your Glass,https://genius.com/P-nk-raise-your-glass-lyrics
P!nk,90 Days,https://genius.com/P-nk-90-days-lyrics
P!nk,For Now,https://genius.com/P-nk-for-now-lyrics
Adam Lambert,Whataya Want From Me,https://genius.com/Adam-lambert-whataya-want-from-me-lyrics
P!nk,Can We Pretend,https://genius.com/P-nk-can-we-pretend-lyrics
P!nk,But We Lost It,https://genius.com/P-nk-but-we-lost-it-lyrics
P!nk,Wild Hearts Can’t Be Broken,https://genius.com/P-nk-wild-hearts-cant-be-broken-lyrics
You+Me,You and Me,https://genius.com/You-me-you-and-me-lyrics
P!nk,Secrets,https://genius.com/P-nk-secrets-lyrics
Céline Dion,Recovering,https://genius.com/Celine-dion-recovering-lyrics
P!nk,Barbies,https://genius.com/P-nk-barbies-lyrics
P!nk,U + Ur Hand,https://genius.com/P-nk-u-ur-hand-lyrics
P!nk,Just Like a Pill,https://genius.com/P-nk-just-like-a-pill-lyrics
P!nk,Family Portrait,https://genius.com/P-nk-family-portrait-lyrics
P!nk,Stupid Girls,https://genius.com/P-nk-stupid-girls-lyrics
Kelly Clarkson,Broken & Beautiful,https://genius.com/Kelly-clarkson-broken-and-beautiful-lyrics
P!nk,Better Life,https://genius.com/P-nk-better-life-lyrics
P!nk,Where We Go,https://genius.com/P-nk-where-we-go-lyrics
P!nk,Here Comes the Weekend,https://genius.com/P-nk-here-comes-the-weekend-lyrics
P!nk,Glitter in the Air,https://genius.com/P-nk-glitter-in-the-air-lyrics
P!nk,Please Don’t Leave Me,https://genius.com/P-nk-please-dont-leave-me-lyrics
P!nk,Don’t Let Me Get Me,https://genius.com/P-nk-dont-let-me-get-me-lyrics
P!nk,Love Me Anyway,https://genius.com/P-nk-love-me-anyway-lyrics
P!nk,Hustle,https://genius.com/P-nk-hustle-lyrics
P!nk,Funhouse,https://genius.com/P-nk-funhouse-lyrics
P!nk,You Get My Love,https://genius.com/P-nk-you-get-my-love-lyrics
P!nk,Today’s the Day,https://genius.com/P-nk-todays-the-day-lyrics
Kenny Chesney,Setting the World on Fire,https://genius.com/Kenny-chesney-setting-the-world-on-fire-lyrics
